customer_id,signup_date,plan,channel,age_group,monthly_fee,churned,tenure_months,churn_date,churn_reason,clv,cohort,signup_month
C0906,2023-06-23 01:03:39.182652,Premium,Organic,35-44,999,1,1,2023-07-23 01:03:39.182652,Price too high,999,2023-06,Jun 2023
C0907,2023-10-03 01:10:51.542952,Standard,Organic,35-44,599,0,17,,,10183,2023-10,Oct 2023
C0908,2024-03-14 01:48:05.404503,Premium,Paid Ads,45-54,999,1,9,2024-12-09 01:48:05.404503,Poor support,8991,2024-03,Mar 2024
C0909,2024-04-22 05:42:17.114261,Standard,Social Media,35-44,599,1,1,2024-05-22 05:42:17.114261,No longer needed,599,2024-04,Apr 2024
C0910,2024-04-09 00:45:38.281901,Basic,Referral,25-34,299,0,21,,,6279,2024-04,Apr 2024
C0911,2023-03-08 22:34:43.736447,Basic,Referral,35-44,299,1,1,2023-04-07 22:34:43.736447,Price too high,299,2023-03,Mar 2023
C0912,2023-04-25 07:12:21.618015,Standard,Referral,25-34,599,0,20,,,11980,2023-04,Apr 2023
C0913,2024-02-20 18:16:30.825688,Basic,Social Media,55+,299,0,19,,,5681,2024-02,Feb 2024
C0914,2024-06-05 09:49:41.484570,Basic,Social Media,35-44,299,1,8,2025-01-31 09:49:41.484570,No longer needed,2392,2024-06,Jun 2024
C0915,2023-04-07 12:58:14.912427,Premium,Organic,45-54,999,0,21,,,20979,2023-04,Apr 2023
C0916,2023-07-20 08:48:26.422018,Basic,Organic,35-44,299,1,11,2024-06-14 08:48:26.422018,Price too high,3289,2023-07,Jul 2023
C0917,2024-04-12 16:11:36.580483,Standard,Email,25-34,599,1,2,2024-06-11 16:11:36.580483,No longer needed,1198,2024-04,Apr 2024
C0918,2023-09-14 20:01:00.050041,Premium,Paid Ads,25-34,999,0,8,,,7992,2023-09,Sep 2023
C0919,2023-05-31 06:36:19.816513,Standard,Referral,45-54,599,0,18,,,10782,2023-05,May 2023
C0920,2023-07-16 17:22:28.123436,Premium,Organic,18-24,999,0,6,,,5994,2023-07,Jul 2023
C0921,2023-05-06 16:26:01.301084,Standard,Organic,25-34,599,0,14,,,8386,2023-05,May 2023
C0922,2024-05-01 08:17:12.860717,Premium,Referral,45-54,999,0,15,,,14985,2024-05,May 2024
C0923,2024-04-27 16:51:14.562135,Basic,Paid Ads,45-54,299,1,4,2024-08-25 16:51:14.562135,Technical issues,1196,2024-04,Apr 2024
C0924,2024-03-03 03:30:10.508757,Standard,Organic,18-24,599,0,11,,,6589,2024-03,Mar 2024
C0925,2024-03-20 10:48:32.427022,Basic,Paid Ads,25-34,299,0,10,,,2990,2024-03,Mar 2024
C0926,2024-02-15 07:07:33.377814,Standard,Referral,25-34,599,0,8,,,4792,2024-02,Feb 2024
C0927,2023-07-24 00:14:24.720600,Basic,Social Media,18-24,299,0,8,,,2392,2023-07,Jul 2023
C0928,2023-06-25 07:42:23.119266,Basic,Organic,25-34,299,0,18,,,5382,2023-06,Jun 2023
C0929,2024-03-27 06:44:44.236864,Standard,Social Media,35-44,599,1,4,2024-07-25 06:44:44.236864,Price too high,2396,2024-03,Mar 2024
C0930,2023-08-27 14:51:08.557130,Standard,Organic,18-24,599,0,14,,,8386,2023-08,Aug 2023
C0931,2023-05-18 23:31:10.558799,Basic,Email,45-54,299,0,8,,,2392,2023-05,May 2023
C0932,2023-08-10 18:28:31.426188,Premium,Paid Ads,35-44,999,1,7,2024-03-07 18:28:31.426188,Price too high,6993,2023-08,Aug 2023
C0933,2024-04-14 00:58:50.942452,Premium,Email,35-44,999,1,11,2025-03-10 00:58:50.942452,Better competitor,10989,2024-04,Apr 2024
C0934,2024-05-23 04:53:02.652210,Basic,Referral,35-44,299,1,6,2024-11-19 04:53:02.652210,Price too high,1794,2024-05,May 2024
C0935,2023-01-31 12:15:00.750625,Basic,Organic,25-34,299,0,11,,,3289,2023-01,Jan 2023
C0936,2023-01-09 15:39:10.959132,Standard,Paid Ads,25-34,599,1,5,2023-06-08 15:39:10.959132,No longer needed,2995,2023-01,Jan 2023
C0937,2024-02-04 08:49:38.482068,Basic,Paid Ads,25-34,299,0,13,,,3887,2024-02,Feb 2024
C0938,2023-05-28 13:01:51.092577,Basic,Paid Ads,45-54,299,0,10,,,2990,2023-05,May 2023
C0939,2023-04-29 09:34:04.703919,Standard,Paid Ads,25-34,599,0,20,,,11980,2023-04,Apr 2023
C0940,2023-03-01 04:47:02.351959,Standard,Organic,35-44,599,0,17,,,10183,2023-03,Mar 2023
C0941,2023-07-06 06:00:18.015012,Basic,Organic,18-24,299,0,15,,,4485,2023-07,Jul 2023
C0942,2023-07-02 03:38:34.929107,Basic,Paid Ads,25-34,299,0,22,,,6578,2023-07,Jul 2023
C0943,2024-06-27 06:25:31.276063,Standard,Referral,55+,599,1,10,2025-04-23 06:25:31.276063,Price too high,5990,2024-06,Jun 2024
C0944,2023-01-25 14:10:18.515429,Premium,Organic,18-24,999,0,8,,,7992,2023-01,Jan 2023
C0945,2024-02-28 22:59:56.997497,Premium,Paid Ads,45-54,999,0,22,,,21978,2024-02,Feb 2024
C0946,2024-06-12 16:41:38.081734,Basic,Email,25-34,299,0,18,,,5382,2024-06,Jun 2024
C0947,2023-03-10 07:21:58.098415,Basic,Organic,45-54,299,0,21,,,6279,2023-03,Mar 2023
C0948,2024-03-22 17:27:16.363636,Basic,Paid Ads,55+,299,0,12,,,3588,2024-03,Mar 2024
C0949,2023-11-03 00:21:37.080900,Standard,Referral,35-44,599,1,9,2024-07-30 00:21:37.080900,Poor support,5391,2023-11,Nov 2023
C0950,2024-04-02 04:49:26.472060,Basic,Paid Ads,25-34,299,0,6,,,1794,2024-04,Apr 2024
C0951,2024-03-26 19:48:59.449541,Standard,Referral,18-24,599,0,20,,,11980,2024-03,Mar 2024
C0952,2023-02-18 06:29:07.456213,Premium,Paid Ads,18-24,999,1,7,2023-09-16 06:29:07.456213,Lack of features,6993,2023-02,Feb 2023
C0953,2023-12-05 08:19:36.980817,Standard,Email,25-34,599,1,4,2024-04-03 08:19:36.980817,Poor support,2396,2023-12,Dec 2023
C0954,2024-05-17 06:48:20.417014,Basic,Organic,18-24,299,1,9,2025-02-11 06:48:20.417014,Price too high,2691,2024-05,May 2024
C0955,2024-04-06 07:11:09.557964,Standard,Organic,55+,599,0,23,,,13777,2024-04,Apr 2024
C0956,2023-12-08 01:54:05.704753,Basic,Referral,35-44,299,0,19,,,5681,2023-12,Dec 2023
C0957,2023-12-10 19:28:34.428690,Basic,Organic,35-44,299,1,6,2024-06-07 19:28:34.428690,Lack of features,1794,2023-12,Dec 2023
C0958,2023-01-11 22:17:54.895746,Premium,Referral,45-54,999,1,10,2023-11-07 22:17:54.895746,Better competitor,9990,2023-01,Jan 2023
C0959,2024-01-05 07:30:22.518765,Premium,Paid Ads,25-34,999,0,22,,,21978,2024-01,Jan 2024
C0960,2023-10-29 00:08:24.420350,Basic,Referral,18-24,299,1,5,2024-03-27 00:08:24.420350,Lack of features,1495,2023-10,Oct 2023
C0961,2024-01-17 14:35:31.776480,Standard,Email,45-54,599,1,3,2024-04-16 14:35:31.776480,Poor support,1797,2024-01,Jan 2024
C0962,2023-08-31 17:12:51.643035,Basic,Social Media,35-44,299,0,10,,,2990,2023-08,Aug 2023
C0963,2024-05-05 21:34:40.733944,Standard,Organic,25-34,599,1,6,2024-11-01 21:34:40.733944,Better competitor,3594,2024-05,May 2024
C0964,2023-02-07 08:11:12.560467,Basic,Organic,25-34,299,0,16,,,4784,2023-02,Feb 2023
C0965,2023-04-27 02:55:20.767306,Basic,Organic,35-44,299,0,21,,,6279,2023-04,Apr 2023
C0966,2024-03-01 07:47:11.359466,Standard,Social Media,25-34,599,0,22,,,13178,2024-03,Mar 2024
C0967,2024-01-31 17:23:40.183486,Basic,Organic,25-34,299,1,4,2024-05-30 17:23:40.183486,Poor support,1196,2024-01,Jan 2024
C0968,2024-05-16 19:52:35.629691,Standard,Social Media,25-34,599,0,21,,,12579,2024-05,May 2024
C0969,2024-02-11 04:45:50.291909,Basic,Organic,35-44,299,1,10,2024-12-07 04:45:50.291909,Price too high,2990,2024-02,Feb 2024
C0970,2024-02-02 13:06:39.332777,Premium,Email,55+,999,1,3,2024-05-02 13:06:39.332777,No longer needed,2997,2024-02,Feb 2024
C0971,2023-10-07 03:32:34.628857,Basic,Referral,45-54,299,0,23,,,6877,2023-10,Oct 2023
C0972,2023-06-22 14:07:54.395329,Basic,Paid Ads,35-44,299,0,14,,,4186,2023-06,Jun 2023
C0973,2023-02-04 14:36:43.836530,Standard,Referral,25-34,599,0,12,,,7188,2023-02,Feb 2023
C0974,2023-06-26 16:29:37.481234,Basic,Social Media,55+,299,0,6,,,1794,2023-06,Jun 2023
C0975,2024-03-02 05:38:40.934111,Premium,Referral,25-34,999,0,19,,,18981,2024-03,Mar 2024
C0976,2023-07-04 21:13:03.653044,Basic,Paid Ads,45-54,299,0,22,,,6578,2023-07,Jul 2023
C0977,2023-05-13 12:22:13.110925,Premium,Social Media,35-44,999,0,16,,,15984,2023-05,May 2023
C0978,2023-12-28 13:42:41.134278,Standard,Referral,25-34,599,1,1,2024-01-27 13:42:41.134278,Lack of features,599,2023-12,Dec 2023
C0979,2023-11-22 14:18:42.935779,Standard,Email,25-34,599,0,14,,,8386,2023-11,Nov 2023
C0980,2023-02-20 02:12:06.605504,Standard,Organic,55+,599,1,6,2023-08-19 02:12:06.605504,Price too high,3594,2023-02,Feb 2023
C0981,2023-10-12 03:45:47.289407,Standard,Referral,25-34,599,1,9,2024-07-08 03:45:47.289407,Better competitor,5391,2023-10,Oct 2023
C0982,2024-05-11 19:39:22.969140,Standard,Organic,35-44,599,0,14,,,8386,2024-05,May 2024
C0983,2024-04-24 12:21:01.050875,Standard,Organic,55+,599,0,13,,,7787,2024-04,Apr 2024
C0984,2023-04-23 00:33:37.681401,Standard,Email,35-44,599,1,3,2023-07-22 00:33:37.681401,Better competitor,1797,2023-04,Apr 2023
C0985,2023-03-08 00:43:14.161801,Standard,Referral,55+,599,0,7,,,4193,2023-03,Mar 2023
C0986,2024-05-20 11:18:33.928273,Standard,Organic,25-34,599,1,6,2024-11-16 11:18:33.928273,Technical issues,3594,2024-05,May 2024
C0987,2023-02-28 06:55:32.777314,Basic,Organic,45-54,299,1,11,2024-01-24 06:55:32.777314,Poor support,3289,2023-02,Feb 2023
C0988,2024-05-12 17:30:52.543786,Standard,Organic,25-34,599,0,8,,,4792,2024-05,May 2024
C0989,2023-10-11 05:54:17.714762,Premium,Paid Ads,18-24,999,0,19,,,18981,2023-10,Oct 2023
C0990,2024-06-18 14:46:20.316930,Standard,Email,25-34,599,0,12,,,7188,2024-06,Jun 2024
C0991,2023-07-29 11:23:22.168473,Basic,Social Media,35-44,299,0,16,,,4784,2023-07,Jul 2023
C0992,2023-08-10 07:32:46.638865,Basic,Referral,35-44,299,0,17,,,5083,2023-08,Aug 2023
C0993,2024-05-30 11:44:59.249374,Standard,Organic,25-34,599,0,6,,,3594,2024-05,May 2024
C0994,2023-02-10 23:37:10.859049,Premium,Referral,25-34,999,1,7,2023-09-08 23:37:10.859049,Better competitor,6993,2023-02,Feb 2023
C0995,2023-04-04 08:28:01.401167,Basic,Paid Ads,35-44,299,1,3,2023-07-03 08:28:01.401167,Better competitor,897,2023-04,Apr 2023
C0996,2023-08-13 01:07:15.362802,Standard,Paid Ads,18-24,599,0,11,,,6589,2023-08,Aug 2023
C0997,2023-03-19 09:56:53.844870,Standard,Organic,35-44,599,1,7,2023-10-15 09:56:53.844870,Poor support,4193,2023-03,Mar 2023
C0998,2024-06-03 03:10:57.547956,Standard,Organic,45-54,599,0,10,,,5990,2024-06,Jun 2024
C0999,2023-12-05 19:15:21.768140,Premium,Social Media,25-34,999,1,5,2024-05-03 19:15:21.768140,Price too high,4995,2023-12,Dec 2023
C1000,2023-01-26 12:01:48.090075,Basic,Social Media,18-24,299,0,19,,,5681,2023-01,Jan 2023
C1001,2023-07-03 23:21:34.078398,Premium,Social Media,18-24,999,0,11,,,10989,2023-07,Jul 2023
C1002,2023-04-20 17:54:53.744787,Standard,Paid Ads,45-54,599,0,20,,,11980,2023-04,Apr 2023
C1003,2023-09-30 18:32:07.606338,Standard,Paid Ads,45-54,599,0,19,,,11381,2023-09,Sep 2023
C1004,2023-06-07 13:28:16.413678,Basic,Paid Ads,45-54,299,0,8,,,2392,2023-06,Jun 2023
C1005,2023-02-14 04:07:24.370308,Standard,Paid Ads,25-34,599,0,17,,,10183,2023-02,Feb 2023
C1006,2024-01-12 03:26:34.328607,Basic,Social Media,25-34,299,0,8,,,2392,2024-01,Jan 2024
C1007,2023-02-22 19:46:35.329441,Premium,Email,25-34,999,1,8,2023-10-20 19:46:35.329441,Poor support,7992,2023-02,Feb 2023
C1008,2023-04-02 12:45:02.251876,Basic,Social Media,35-44,299,1,2,2023-06-01 12:45:02.251876,No longer needed,598,2023-04,Apr 2023
C1009,2023-05-28 23:57:35.879899,Standard,Referral,45-54,599,0,13,,,7787,2023-05,May 2023
C1010,2023-08-07 03:02:33.127606,Standard,Organic,45-54,599,0,22,,,13178,2023-08,Aug 2023
C1011,2023-05-28 02:06:06.305254,Standard,Referral,35-44,599,0,12,,,7188,2023-05,May 2023
C1012,2023-03-29 21:19:03.953294,Basic,Social Media,45-54,299,0,8,,,2392,2023-03,Mar 2023
C1013,2024-05-29 13:53:29.674728,Standard,Organic,25-34,599,0,22,,,13178,2024-05,May 2024
C1014,2023-07-21 17:35:40.783986,Basic,Organic,25-34,299,0,16,,,4784,2023-07,Jul 2023
C1015,2023-11-27 03:36:10.809007,Basic,Paid Ads,18-24,299,0,21,,,6279,2023-11,Nov 2023
C1016,2023-10-19 10:37:43.886572,Standard,Paid Ads,35-44,599,0,16,,,9584,2023-10,Oct 2023
C1017,2023-07-26 17:48:53.444537,Premium,Organic,35-44,999,1,5,2023-12-23 17:48:53.444537,Better competitor,4995,2023-07,Jul 2023
C1018,2023-08-29 10:34:07.706422,Premium,Social Media,25-34,999,0,20,,,19980,2023-08,Aug 2023
C1019,2023-01-01 10:55:44.787322,Standard,Organic,25-34,599,0,15,,,8985,2023-01,Jan 2023
C1020,2023-09-08 11:00:33.027522,Premium,Email,25-34,999,1,10,2024-07-04 11:00:33.027522,Lack of features,9990,2023-09,Sep 2023
C1021,2024-01-30 08:36:25.821517,Basic,Referral,25-34,299,0,18,,,5382,2024-01,Jan 2024
C1022,2023-02-14 15:03:09.157631,Basic,Organic,18-24,299,0,21,,,6279,2023-02,Feb 2023
C1023,2023-01-31 23:10:45.537948,Premium,Email,18-24,999,0,7,,,6993,2023-01,Jan 2023
C1024,2023-07-13 01:56:29.824854,Standard,Paid Ads,25-34,599,1,9,2024-04-08 01:56:29.824854,Poor support,5391,2023-07,Jul 2023
C1025,2023-05-15 19:00:57.047539,Basic,Referral,35-44,299,1,10,2024-03-10 19:00:57.047539,Lack of features,2990,2023-05,May 2023
C1026,2023-12-02 14:45:08.256880,Standard,Paid Ads,45-54,599,1,8,2024-07-29 14:45:08.256880,Lack of features,4792,2023-12,Dec 2023
C1027,2024-05-26 20:19:00.950792,Basic,Organic,45-54,299,0,6,,,1794,2024-05,May 2024
C1028,2024-02-15 18:03:18.165137,Basic,Paid Ads,25-34,299,0,12,,,3588,2024-02,Feb 2024
C1029,2023-10-01 16:23:37.180984,Standard,Organic,25-34,599,0,18,,,10782,2023-10,Oct 2023
C1030,2024-03-30 22:10:42.535446,Basic,Paid Ads,25-34,299,0,14,,,4186,2024-03,Mar 2024
C1031,2023-06-29 20:59:50.992493,Standard,Referral,25-34,599,1,1,2023-07-29 20:59:50.992493,Price too high,599,2023-06,Jun 2023
C1032,2023-07-13 23:47:59.399499,Standard,Referral,25-34,599,0,17,,,10183,2023-07,Jul 2023
C1033,2024-05-06 08:30:25.521267,Standard,Email,45-54,599,0,7,,,4193,2024-05,May 2024
C1034,2023-04-25 18:08:06.405337,Basic,Social Media,25-34,299,0,19,,,5681,2023-04,Apr 2023
C1035,2023-04-19 09:07:39.382819,Standard,Organic,35-44,599,0,10,,,5990,2023-04,Apr 2023
C1036,2024-01-20 08:10:00.500417,Premium,Referral,35-44,999,0,21,,,20979,2024-01,Jan 2024
C1037,2024-01-20 19:05:45.287739,Basic,Paid Ads,25-34,299,1,4,2024-05-19 19:05:45.287739,Price too high,1196,2024-01,Jan 2024
C1038,2023-09-10 06:43:32.176814,Basic,Referral,25-34,299,0,12,,,3588,2023-09,Sep 2023
C1039,2023-09-06 04:21:49.090909,Premium,Referral,25-34,999,0,22,,,21978,2023-09,Sep 2023
C1040,2023-04-24 20:16:36.830692,Basic,Referral,25-34,299,1,9,2024-01-19 20:16:36.830692,Price too high,2691,2023-04,Apr 2023
C1041,2023-12-03 12:36:37.831526,Standard,Organic,35-44,599,0,9,,,5391,2023-12,Dec 2023
C1042,2024-03-14 23:39:34.979149,Basic,Organic,45-54,299,0,19,,,5681,2024-03,Mar 2024
C1043,2023-04-01 03:57:47.889908,Premium,Organic,25-34,999,1,9,2023-12-27 03:57:47.889908,Price too high,8991,2023-04,Apr 2023
C1044,2024-02-13 11:24:34.228523,Standard,Organic,35-44,599,0,8,,,4792,2024-02,Feb 2024
C1045,2024-04-22 16:38:01.901584,Basic,Organic,45-54,299,1,8,2024-12-18 16:38:01.901584,Better competitor,2392,2024-04,Apr 2024
C1046,2024-03-26 08:53:14.662218,Premium,Organic,18-24,999,0,21,,,20979,2024-03,Mar 2024
C1047,2024-04-18 14:16:18.815679,Basic,Paid Ads,35-44,299,1,10,2025-02-12 14:16:18.815679,Poor support,2990,2024-04,Apr 2024
C1048,2023-04-21 15:46:23.319432,Premium,Referral,55+,999,1,10,2024-02-15 15:46:23.319432,Price too high,9990,2023-04,Apr 2023
C1049,2023-01-31 01:19:15.963302,Standard,Referral,25-34,599,0,20,,,11980,2023-01,Jan 2023
C1050,2024-06-04 22:53:56.697247,Standard,Organic,35-44,599,0,8,,,4792,2024-06,Jun 2024
C1051,2024-02-29 20:51:26.572143,Basic,Organic,45-54,299,0,18,,,5382,2024-02,Feb 2024
C1052,2023-06-13 11:32:58.648874,Standard,Email,25-34,599,0,11,,,6589,2023-06,Jun 2023
C1053,2023-02-13 06:15:54.795663,Standard,Paid Ads,25-34,599,1,4,2023-06-13 06:15:54.795663,Price too high,2396,2023-02,Feb 2023
C1054,2024-06-14 23:20:22.018348,Standard,Paid Ads,18-24,599,0,22,,,13178,2024-06,Jun 2024
C1055,2024-06-20 10:29:19.466221,Basic,Referral,45-54,299,0,12,,,3588,2024-06,Jun 2024
C1056,2023-08-26 06:03:54.195162,Standard,Paid Ads,55+,599,0,7,,,4193,2023-08,Aug 2023
C1057,2024-03-19 12:57:02.852376,Premium,Organic,25-34,999,1,10,2025-01-13 12:57:02.852376,Price too high,9990,2024-03,Mar 2024
C1058,2023-10-30 19:51:23.569641,Standard,Paid Ads,18-24,599,1,10,2024-08-25 19:51:23.569641,Price too high,5990,2023-10,Oct 2023
C1059,2023-06-14 09:24:28.223519,Basic,Referral,18-24,299,1,7,2024-01-10 09:24:28.223519,Technical issues,2093,2023-06,Jun 2023
C1060,2023-08-09 09:41:17.064220,Basic,Paid Ads,55+,299,0,16,,,4784,2023-08,Aug 2023
C1061,2023-05-22 14:57:08.857381,Premium,Paid Ads,55+,999,0,9,,,8991,2023-05,May 2023
C1062,2024-01-19 10:18:30.925771,Basic,Organic,45-54,299,0,7,,,2093,2024-01,Jan 2024
C1063,2023-07-08 01:43:17.164303,Basic,Organic,25-34,299,0,23,,,6877,2023-07,Jul 2023
C1064,2023-01-15 02:48:08.407005,Basic,Paid Ads,25-34,299,0,15,,,4485,2023-01,Jan 2023
C1065,2023-12-15 08:46:02.301918,Basic,Organic,45-54,299,0,9,,,2691,2023-12,Dec 2023
C1066,2023-07-28 13:31:52.593828,Premium,Referral,35-44,999,1,4,2023-11-25 13:31:52.593828,Price too high,3996,2023-07,Jul 2023
C1067,2023-06-04 08:58:02.902418,Basic,Organic,35-44,299,1,11,2024-04-29 08:58:02.902418,Better competitor,3289,2023-06,Jun 2023
C1068,2023-05-11 05:43:29.174311,Basic,Organic,18-24,299,0,8,,,2392,2023-05,May 2023
C1069,2024-06-24 01:55:17.764804,Premium,Referral,35-44,999,1,10,2025-04-20 01:55:17.764804,Price too high,9990,2024-06,Jun 2024
C1070,2024-03-08 03:43:23.169307,Basic,Referral,55+,299,0,19,,,5681,2024-03,Mar 2024
C1071,2023-03-05 07:08:45.437864,Standard,Referral,25-34,599,1,5,2023-08-02 07:08:45.437864,Better competitor,2995,2023-03,Mar 2023
C1072,2024-01-22 03:52:59.649708,Standard,Organic,25-34,599,1,6,2024-07-20 03:52:59.649708,Poor support,3594,2024-01,Jan 2024
C1073,2024-04-11 18:20:07.005838,Basic,Referral,35-44,299,0,23,,,6877,2024-04,Apr 2024
C1074,2024-02-14 20:11:48.590492,Standard,Organic,35-44,599,0,16,,,9584,2024-02,Feb 2024
C1075,2023-11-29 21:10:39.532944,Premium,Organic,35-44,999,0,10,,,9990,2023-11,Nov 2023
C1076,2023-05-01 05:17:03.853211,Basic,Organic,25-34,299,0,21,,,6279,2023-05,May 2023
C1077,2023-05-05 18:34:31.726438,Standard,Social Media,18-24,599,0,13,,,7787,2023-05,May 2023
C1078,2023-07-22 04:31:25.571309,Premium,Paid Ads,55+,999,1,9,2024-04-17 04:31:25.571309,Price too high,8991,2023-07,Jul 2023
C1079,2023-01-18 18:14:06.705587,Basic,Organic,35-44,299,0,17,,,5083,2023-01,Jan 2023
C1080,2023-01-10 13:30:40.533778,Premium,Organic,25-34,999,1,8,2023-09-07 13:30:40.533778,Better competitor,7992,2023-01,Jan 2023
C1081,2023-11-18 01:01:15.062552,Premium,Referral,35-44,999,0,19,,,18981,2023-11,Nov 2023
C1082,2023-08-24 10:20:55.045871,Standard,Social Media,25-34,599,0,21,,,12579,2023-08,Aug 2023
C1083,2023-06-11 04:54:14.712260,Standard,Paid Ads,35-44,599,0,6,,,3594,2023-06,Jun 2023
C1084,2023-05-16 05:56:41.834862,Basic,Social Media,45-54,299,1,11,2024-04-10 05:56:41.834862,Price too high,3289,2023-05,May 2023
C1085,2024-05-04 23:43:11.159299,Basic,Referral,18-24,299,1,5,2024-10-01 23:43:11.159299,Price too high,1495,2024-05,May 2024
C1086,2024-01-18 01:31:16.563803,Standard,Referral,25-34,599,1,11,2024-12-13 01:31:16.563803,Price too high,6589,2024-01,Jan 2024
C1087,2024-02-25 18:29:43.486238,Standard,Referral,25-34,599,1,5,2024-07-24 18:29:43.486238,Better competitor,2995,2024-02,Feb 2024
C1088,2023-02-25 13:21:04.053377,Standard,Social Media,25-34,599,0,9,,,5391,2023-02,Feb 2023
C1089,2023-07-09 21:26:16.313594,Standard,Referral,55+,599,1,6,2024-01-05 21:26:16.313594,Poor support,3594,2023-07,Jul 2023
C1090,2024-03-15 21:31:04.553794,Premium,Organic,25-34,999,0,12,,,11988,2024-03,Mar 2024
C1091,2023-03-13 11:52:11.609674,Basic,Paid Ads,25-34,299,0,18,,,5382,2023-03,Mar 2023
C1092,2024-04-29 01:38:28.924103,Premium,Social Media,25-34,999,0,17,,,16983,2024-04,Apr 2024
C1093,2023-03-28 01:36:04.804003,Basic,Organic,25-34,299,1,3,2023-06-26 01:36:04.804003,Technical issues,897,2023-03,Mar 2023
C1094,2023-09-26 05:14:39.733110,Standard,Organic,18-24,599,0,22,,,13178,2023-09,Sep 2023
C1095,2023-12-13 02:07:18.365304,Premium,Social Media,45-54,999,1,6,2024-06-10 02:07:18.365304,Price too high,5994,2023-12,Dec 2023
C1096,2024-04-28 14:42:44.136780,Premium,Paid Ads,35-44,999,0,18,,,17982,2024-04,Apr 2024
C1097,2023-04-21 04:50:38.532110,Basic,Email,45-54,299,0,21,,,6279,2023-04,Apr 2023
C1098,2024-02-07 13:19:51.993327,Premium,Email,25-34,999,0,11,,,10989,2024-02,Feb 2024
C1099,2023-10-10 08:02:48.140116,Premium,Organic,18-24,999,0,10,,,9990,2023-10,Oct 2023
C1100,2023-10-23 23:55:11.759799,Standard,Organic,45-54,599,0,9,,,5391,2023-10,Oct 2023
C1101,2023-08-18 01:20:28.023352,Standard,Paid Ads,25-34,599,0,18,,,10782,2023-08,Aug 2023
C1102,2024-02-24 20:38:13.911592,Basic,Referral,25-34,299,1,10,2024-12-20 20:38:13.911592,Price too high,2990,2024-02,Feb 2024
C1103,2023-03-14 09:43:41.184320,Standard,Organic,25-34,599,0,18,,,10782,2023-03,Mar 2023
C1104,2024-02-06 15:28:22.418682,Premium,Paid Ads,25-34,999,0,15,,,14985,2024-02,Feb 2024
C1105,2023-09-02 12:55:50.792326,Basic,Paid Ads,18-24,299,0,15,,,4485,2023-09,Sep 2023
C1106,2023-04-20 06:59:08.957464,Premium,Social Media,35-44,999,1,10,2024-02-14 06:59:08.957464,Price too high,9990,2023-04,Apr 2023
C1107,2023-01-06 22:04:42.235195,Basic,Email,25-34,299,1,2,2023-03-07 22:04:42.235195,Better competitor,598,2023-01,Jan 2023
C1108,2023-08-05 07:19:33.978315,Standard,Paid Ads,45-54,599,1,6,2024-02-01 07:19:33.978315,Better competitor,3594,2023-08,Aug 2023
C1109,2024-06-01 07:27:58.398665,Basic,Organic,25-34,299,0,12,,,3588,2024-06,Jun 2024
C1110,2024-02-27 14:12:42.635529,Basic,Paid Ads,35-44,299,0,18,,,5382,2024-02,Feb 2024
C1111,2023-12-29 00:38:25.921601,Standard,Social Media,25-34,599,0,20,,,11980,2023-12,Dec 2023
C1112,2023-06-11 15:49:59.499582,Basic,Paid Ads,35-44,299,0,18,,,5382,2023-06,Jun 2023
C1113,2024-04-26 18:59:44.987489,Standard,Paid Ads,45-54,599,1,10,2025-02-20 18:59:44.987489,Price too high,5990,2024-04,Apr 2024
C1114,2023-06-02 02:19:18.965804,Basic,Email,25-34,299,0,10,,,2990,2023-06,Jun 2023
C1115,2023-11-10 07:13:33.678065,Premium,Referral,35-44,999,0,18,,,17982,2023-11,Nov 2023
C1116,2023-03-25 18:57:20.867389,Standard,Email,25-34,599,1,4,2023-07-23 18:57:20.867389,Price too high,2396,2023-03,Mar 2023
C1117,2024-01-10 18:39:19.966638,Standard,Social Media,35-44,599,0,13,,,7787,2024-01,Jan 2024
C1118,2024-05-25 00:36:01.801501,Standard,Social Media,55+,599,0,11,,,6589,2024-05,May 2024
C1119,2024-03-31 20:02:12.110091,Basic,Organic,18-24,299,1,5,2024-08-28 20:02:12.110091,Poor support,1495,2024-03,Mar 2024
C1120,2023-03-27 03:44:35.229357,Standard,Social Media,55+,599,1,2,2023-05-26 03:44:35.229357,Technical issues,1198,2023-03,Mar 2023
C1121,2024-03-04 12:17:24.870725,Basic,Referral,45-54,299,1,7,2024-09-30 12:17:24.870725,Poor support,2093,2024-03,Mar 2024
C1122,2023-05-10 07:51:59.599666,Basic,Email,25-34,299,0,9,,,2691,2023-05,May 2023
C1123,2024-02-14 09:16:03.803169,Basic,Social Media,35-44,299,1,3,2024-05-14 09:16:03.803169,Lack of features,897,2024-02,Feb 2024
C1124,2023-03-17 03:18:09.908256,Premium,Organic,35-44,999,1,5,2023-08-14 03:18:09.908256,Price too high,4995,2023-03,Mar 2023
C1125,2023-06-08 00:24:01.201000,Basic,Organic,25-34,299,0,9,,,2691,2023-06,Jun 2023
C1126,2023-05-16 16:52:26.622185,Premium,Paid Ads,25-34,999,0,20,,,19980,2023-05,May 2023
C1127,2023-09-01 15:04:21.217681,Standard,Paid Ads,18-24,599,0,13,,,7787,2023-09,Sep 2023
C1128,2023-04-15 06:45:56.296914,Basic,Social Media,55+,299,1,11,2024-03-10 06:45:56.296914,Lack of features,3289,2023-04,Apr 2023
